cc79a648f9f90f626189222db0232401,4219.0
80b6db07d77b39725f2e060f019223c4,3140.0
f979607e966ab31444244f984ba29eb6,2948.0
91485e54a33750c467d796d861dd7883,2542.0
209a6d6c643d329df7f5fffff1a7f2a8,2504.0
ffe6a2f7d4f69c7f429ca806f48098b0,2378.0
270da116f3594cd4fed07c854ab7b63f,2079.0
c7c61e34b43c717c9f8f154f3d053380,1854.0
8b192d04f3729cef06579c638ec01a60,1437.0
3d14450e4f7476e31f927412882bfba7,1368.0
ee90b13382f208144301c1033cc00595,1319.0
3d2fc4496e6b17ea18d39cdb96374e7c,1269.0
68c16eaa9969761e17f3e91d61cd6a2d,1194.0
f8f8ad451a1138af6d368a6e31ced93d,1124.0
a015f8d8dc58f511f375b0fe0e3a471f,1036.0
f4247b3ff79e0bcfa8f5b809526c84db,996.0
9146758b3d6456e99ef1a6a993ef4797,909.0
da8efb3ed40a69fe0b77cc30b5c0201d,869.0
9e09959d649b86faddb92d9898a90498,784.0
36ba8b0d592ed47c6b6c3296d6267b39,748.0
ca42c52ac4336201404f5880262e5f3a,647.0
c6dcbd15b0947828693edac2324b6318,608.0
aacce08526706d5669fc440272ecee98,600.0
9f0352b1173497461dd09c4de49b4534,557.0
a4a11278881d9af9b526db238aa2fa65,547.0
6b9c8974465e12fa1ce305a5af991120,541.0
aebb131f31f41ffcd0c4e55028ddf7bf,517.0
31f51d63ef5358c46b86b863eca17bfc,512.0
aa1c7b3efbce5ab258cf7ec86c5a45e2,509.0
02d8ddd08f0a93fce6b6af30ed0fbc07,486.0
47c3dcfed619f5bda1bc61de74250361,485.0
cb9143bd5fdef119fa5d587030d56de9,424.0
2f5b05e0c3faef1bef6fd24b94d7abd8,410.0
e27e054e19a9736a666974ddbfa6e1d7,385.0
7e7f6749a8e7a3c08afa73d7102e9fea,377.0
347f478841db892b0f8c216e933855d1,353.0
65da3886b057d752ec4f30d30cb7d74c,347.0
f78f2d69d5df219c5bed8e9baf71e4f6,344.0
d41e7c2aa5e64e8e0261562cf64ae1ab,341.0
889658427a34998263b42b601dd7e021,340.0
289e2890e67a815e32a7f3cb49642368,335.0
5052921d265aabfd0da08ecd6e7b1ea8,335.0
a4301b57bd68dc5735f0d0a6510382b6,335.0
078337ae88a067db8038aeb3b395a58e,331.0
8248503335e0aa1de9b5e4fd43e48616,330.0
f8218b0fe2671074a339974d4b707482,329.0
edd37b926157edda49c0ddbce0378c6d,325.0
27a85c27601de4f05d5ccbfdff2533e7,323.0
15401aa5a840fae398093d5073861cd7,316.0
