	sequences per sample	iteration	WT.day3.14	WT.day3.15	WT.unt.4	WT.unt.2	WT.unt.1	WT.unt.3	WT.unt.7	WT.day3.11	WT.day3.9	WT.day3.13
alpha_rarefaction_3118_9.txt	3118	9	190.65625	150.55555555555554	720.8589743589744	927.2222222222222	767.780487804878	768.48	695.6184210526316	286.0	171.15384615384616	181.55555555555554
alpha_rarefaction_3895_0.txt	3895	0	184.8857142857143	134.1764705882353	832.0	982.2857142857142	876.8426966292135	923.75	854.5125	188.55	271.0	282.0
alpha_rarefaction_3895_1.txt	3895	1	275.0	176.56521739130434	921.0138888888889	891.4556962025317	819.8988764044943	838.1860465116279	782.3870967741935	189.10526315789474	163.71428571428572	197.65
alpha_rarefaction_3895_2.txt	3895	2	188.77777777777777	164.58823529411765	826.7763157894738	886.625	903.2658227848101	883.2258064516129	789.1234567901234	198.8695652173913	208.83333333333331	282.0
alpha_rarefaction_3895_3.txt	3895	3	192.3846153846154	150.5	983.3478260869565	924.5142857142857	801.2705882352941	893.3483146067415	869.6219512195122	262.7692307692308	196.5	203.1578947368421
alpha_rarefaction_3895_4.txt	3895	4	233.1818181818182	175.1764705882353	762.5348837209302	958.0588235294117	819.0384615384615	790.7058823529412	848.6875	188.61904761904762	238.1875	211.0
alpha_rarefaction_3895_5.txt	3895	5	198.45945945945945	255.46153846153845	873.1298701298701	901.8354430379748	900.2535211267606	803.421052631579	957.344262295082	234.46153846153845	220.07142857142856	208.0
alpha_rarefaction_3895_6.txt	3895	6	224.72413793103448	262.5	871.2352941176471	891.8571428571429	751.1388888888889	820.7011494252874	870.5294117647059	208.71428571428572	174.65217391304347	193.5
alpha_rarefaction_3895_7.txt	3895	7	205.10714285714286	163.66666666666666	721.0652173913044	888.8767123287671	839.5853658536585	926.5	809.1294117647059	260.4	159.75	193.1578947368421
alpha_rarefaction_3895_8.txt	3895	8	211.0	149.04545454545456	883.3918918918919	856.0126582278481	870.554347826087	805.3956043956043	821.4814814814815	264.1875	194.76923076923077	199.0
alpha_rarefaction_3895_9.txt	3895	9	194.66666666666666	158.89473684210526	815.7826086956522	911.5540540540541	768.0697674418604	830.5730337078652	922.6417910447761	240.06666666666666	186.55555555555554	191.1764705882353
alpha_rarefaction_4672_0.txt	4672	0	218.3170731707317	252.2	916.3863636363636	848.2234042553191	856.6451612903226	842.8921568627451	950.939024390244	266.0	303.75	248.3
alpha_rarefaction_4672_1.txt	4672	1	244.3030303030303	178.3	856.7604166666667	1014.875	965.5113636363636	901.6111111111111	1052.076923076923	228.6470588235294	243.33333333333334	162.27272727272728
alpha_rarefaction_4672_2.txt	4672	2	219.05263157894737	275.75	895.0625	929.2592592592592	874.5357142857142	805.5981308411215	885.5632183908046	229.63636363636363	202.0	195.95652173913044
alpha_rarefaction_4672_3.txt	4672	3	206.5581395348837	222.9375	823.7234042553191	960.6626506024097	869.735632183908	948.6704545454545	1084.270588235294	223.14285714285714	219.05555555555554	259.0
alpha_rarefaction_4672_4.txt	4672	4	201.8857142857143	234.0	806.7058823529412	909.8255813953488	793.3333333333334	909.4948453608247	972.6704545454545	234.125	199.0	247.83333333333331
alpha_rarefaction_4672_5.txt	4672	5	230.03225806451613	192.0	946.1807228915663	955.891304347826	829.4948453608247	835.8155339805826	869.448275862069	206.05882352941177	217.5	206.91304347826087
alpha_rarefaction_4672_6.txt	4672	6	205.1086956521739	190.0	975.5681818181818	982.0	881.1860465116279	1008.5	873.8571428571429	305.66666666666663	211.0	259.0625
alpha_rarefaction_4672_7.txt	4672	7	243.3030303030303	155.0	861.1136363636364	845.7604166666667	858.3152173913044	904.8191489361702	955.2021276595744	212.05263157894737	184.875	212.6521739130435
alpha_rarefaction_4672_8.txt	4672	8	221.6222222222222	214.23529411764707	947.3456790123457	944.3048780487804	845.5189873417721	933.8571428571429	1046.2409638554218	246.07142857142856	183.75	214.0
alpha_rarefaction_4672_9.txt	4672	9	243.83333333333331	192.6875	893.21875	966.2857142857142	984.1315789473684	925.7428571428571	984.3875	204.3913043478261	190.16666666666669	268.05882352941177
alpha_rarefaction_5449_0.txt	5449	0	251.46875	256.1764705882353	940.1010101010102	988.8210526315789	1010.0344827586207	980.019801980198	1062.2409638554218	235.43478260869566	219.5	226.0
alpha_rarefaction_5449_1.txt	5449	1	243.16666666666669	204.71428571428572	960.9052631578948	929.6914893617021	954.3863636363636	973.375	960.2903225806451	241.1304347826087	182.03846153846155	259.75
alpha_rarefaction_5449_2.txt	5449	2	227.25	153.35714285714286	811.0	950.4623655913979	889.9611650485438	845.3076923076924	985.5	265.3	202.05882352941177	232.91666666666669
alpha_rarefaction_5449_3.txt	5449	3	233.03125	196.1578947368421	879.2604166666667	1075.0879120879122	910.0102040816327	1019.3737373737374	928.8055555555555	268.1764705882353	231.65	269.6190476190476
alpha_rarefaction_5449_4.txt	5449	4	224.52380952380952	201.71428571428572	987.3956043956043	990.0	977.8181818181818	1008.3125	1012.8433734939758	333.0	254.0	246.63636363636363
alpha_rarefaction_5449_5.txt	5449	5	228.6	239.07142857142856	953.421052631579	1063.4482758620688	896.8787878787879	1036.010752688172	1028.53125	303.88235294117646	240.0	262.10526315789474
alpha_rarefaction_5449_6.txt	5449	6	218.57894736842104	159.3	921.5955056179776	1055.0111111111112	964.1630434782609	915.3786407766991	918.25	254.54166666666669	205.77272727272725	264.25
alpha_rarefaction_5449_7.txt	5449	7	232.28571428571428	163.0	977.6875	1111.6	930.0105263157895	985.2828282828283	1103.2967032967033	238.44	226.44	241.4736842105263
alpha_rarefaction_5449_8.txt	5449	8	235.1627906976744	198.54545454545456	961.7415730337079	1060.0111111111112	916.5978260869565	965.1028037383178	1092.0	356.4	201.55555555555554	244.47619047619048
alpha_rarefaction_5449_9.txt	5449	9	224.0	216.83333333333331	961.9782608695652	1038.111111111111	951.34375	974.5544554455446	981.09375	257.77272727272725	208.71428571428572	260.0
alpha_rarefaction_6226_0.txt	6226	0	216.19565217391306	257.1818181818182	914.5862068965517	1023.9803921568628	1012.5681818181818	964.8392857142858	1060.0	256.625	249.04347826086956	267.6521739130435
alpha_rarefaction_6226_1.txt	6226	1	220.12244897959184	212.65	900.6785714285714	1080.857142857143	959.4	996.1028037383178	1044.55	283.6190476190476	213.3529411764706	301.15
alpha_rarefaction_6226_2.txt	6226	2	228.45945945945945	211.05263157894737	886.6610169491526	1062.883495145631	995.2376237623762	975.155172413793	1121.0430107526881	348.5625	278.05555555555554	275.24
alpha_rarefaction_6226_3.txt	6226	3	214.95744680851064	239.6470588235294	1026.0851063829787	1104.1931818181818	975.2736842105263	984.45	1003.2211538461538	273.0	233.43478260869566	268.1111111111111
alpha_rarefaction_6226_4.txt	6226	4	212.4468085106383	209.47619047619048	1029.483870967742	1141.608695652174	943.8	991.9459459459459	1077.5	261.5416666666667	255.0	281.5652173913044
alpha_rarefaction_6226_5.txt	6226	5	236.6	207.3913043478261	917.632075471698	1102.4639175257732	890.566037735849	952.1680672268908	1076.6	246.44444444444446	268.55555555555554	285.33333333333337
alpha_rarefaction_6226_6.txt	6226	6	241.44736842105263	184.27272727272728	922.7798165137615	1023.4639175257732	938.5980392156863	917.5862068965517	959.1188118811881	256.4	294.0526315789474	319.0
alpha_rarefaction_6226_7.txt	6226	7	214.4418604651163	258.0	963.3461538461538	1030.919191919192	957.1683168316831	963.3636363636364	930.7788461538462	311.88235294117646	239.5	266.04
alpha_rarefaction_6226_8.txt	6226	8	247.17142857142858	275.46153846153845	927.3909090909091	1038.5	961.75	949.0	1140.659090909091	269.3333333333333	238.5263157894737	229.6153846153846
alpha_rarefaction_6226_9.txt	6226	9	221.325	259.4736842105263	912.9905660377358	1129.7608695652175	940.26	1072.1650485436894	956.9100000000001	256.6666666666667	203.12	264.25
alpha_rarefaction_7003_0.txt	7003	0	233.5581395348837	227.0	980.4174757281553	1169.060606060606	1004.8785046728972	975.7413793103449	1068.4095238095238	249.44444444444446	246.28571428571428	325.0
alpha_rarefaction_7003_1.txt	7003	1	232.66666666666666	229.04761904761904	1012.0	1039.9545454545455	979.8932038834951	1080.2427184466019	1052.6355140186915	305.0454545454545	261.1304347826087	277.1363636363636
alpha_rarefaction_7003_2.txt	7003	2	225.02222222222224	261.3529411764706	992.8785046728972	1089.6538461538462	1001.1188118811881	980.8306451612902	1056.6355140186915	286.9130434782609	195.0	269.45454545454544
alpha_rarefaction_7003_3.txt	7003	3	219.27906976744185	207.25	993.8785046728972	1197.8163265306123	1005.7227722772277	1045.25	1074.9908256880735	270.04	229.5	263.5416666666667
alpha_rarefaction_7003_4.txt	7003	4	227.47826086956522	226.95454545454544	984.0	1142.5	998.5	1064.4495412844037	1010.9444444444445	239.48387096774195	219.73076923076923	281.1428571428571
alpha_rarefaction_7003_5.txt	7003	5	241.52777777777777	204.80769230769232	1001.1284403669724	1167.1649484536083	959.5192307692307	1102.1442307692307	1112.3584905660377	285.9166666666667	224.28571428571428	340.1304347826087
alpha_rarefaction_7003_6.txt	7003	6	226.4418604651163	232.63636363636363	948.75	1078.2828282828282	1007.2736842105263	1013.2260869565217	1095.0103092783506	259.8571428571429	244.75	262.38709677419354
alpha_rarefaction_7003_7.txt	7003	7	228.9230769230769	209.75	1097.78	1139.8041237113403	1024.1028037383178	1053.1559633027523	1067.2	266.77777777777777	200.23076923076923	278.1363636363636
alpha_rarefaction_7003_8.txt	7003	8	231.1627906976744	228.66666666666669	932.4369747899159	1180.8191489361702	1015.5961538461538	1105.0	1078.0645161290322	310.7142857142857	221.64	287.7142857142857
alpha_rarefaction_7003_9.txt	7003	9	233.25	251.4736842105263	977.4434782608696	1199.8947368421054	1003.2	1008.7777777777778	1114.5588235294117	313.27272727272725	228.44444444444446	257.8965517241379
alpha_rarefaction_7780_0.txt	7780	0	231.11627906976744	211.54545454545456	1015.0714285714286	1152.8348623853212	1136.5102040816328	1058.8793103448274	1130.0833333333333	292.03703703703707	276.53846153846155	263.04
alpha_rarefaction_7780_1.txt	7780	1	231.11627906976744	250.23529411764707	951.7459016393443	1149.111111111111	1031.7669902912621	1037.7154471544716	1134.7428571428572	289.03703703703707	239.78571428571428	274.5
alpha_rarefaction_7780_2.txt	7780	2	231.11627906976744	266.89473684210526	1007.8521739130435	1121.926605504587	1036.3783783783783	1089.3333333333333	1182.4020618556701	293.0	227.28571428571428	327.64
alpha_rarefaction_7780_3.txt	7780	3	228.81395348837208	247.14285714285714	991.7413793103449	1130.7592592592591	1074.3428571428572	1076.0526315789473	1141.701923076923	245.02702702702703	255.625	288.5357142857143
alpha_rarefaction_7780_4.txt	7780	4	231.11627906976744	259.7142857142857	1025.4285714285716	1113.4054054054054	988.9464285714286	1099.2363636363636	1169.78	270.88461538461536	230.7	305.79166666666663
alpha_rarefaction_7780_5.txt	7780	5	231.11627906976744	232.6521739130435	961.8467741935484	1216.5555555555557	1027.482456140351	1062.391304347826	1026.0840336134454	312.8695652173913	238.89655172413794	239.68965517241378
alpha_rarefaction_7780_6.txt	7780	6	231.11627906976744	227.91304347826087	986.4590163934427	1292.7096774193549	1007.5566037735849	1089.7981651376147	1118.6909090909091	251.68965517241378	239.89655172413794	292.66666666666663
alpha_rarefaction_7780_7.txt	7780	7	228.81395348837208	237.63636363636363	987.625	1136.081081081081	1059.9038461538462	1042.6521739130435	1082.578947368421	283.0357142857143	275.4347826086956	357.4761904761905
alpha_rarefaction_7780_8.txt	7780	8	231.11627906976744	212.0769230769231	945.7520661157025	1169.6470588235293	1027.9375	1066.036036036036	1095.2260869565216	261.51612903225805	245.125	330.6521739130435
alpha_rarefaction_7780_9.txt	7780	9	231.11627906976744	245.8	943.3658536585366	1093.7247706422017	1030.2592592592591	1035.0169491525423	1073.566371681416	291.0	279.77272727272725	314.75
