# Constructed from biom file
#OTU ID	WT.day3.11	WT.day3.13	WT.day3.14	WT.day3.15	WT.day3.9	WT.unt.1	WT.unt.2	WT.unt.3	WT.unt.4	WT.unt.7
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.0024816573154941733	0.0010695187165775401	0.004109940919599281	0.0037272527954395965	0.010453712684556526	0.10009161704076973	0.07762026493144332	0.05284879055370859	0.11820902394106833	0.08506224066390031
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	0.0	0.0	0.0	0.0	0.0	0.00022904260192395785	0.0012781780153381362	0.0008024762123122779	0.0005755064456721916	0.001037344398340249
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	0.0	0.0	0.0003853069612124326	0.0	0.00021554046772281495	0.00034356390288593677	0.00046479200557750407	0.0024074286369368337	0.0003453038674033149	0.0009220839096357768
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	0.0	0.0009625668449197861	0.003981505265861803	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__	0.0	0.0	0.0	0.0	0.0	0.0010306917086578104	0.0025563560306762724	0.0010317551301157859	0.0008057090239410681	0.0002305209774089442
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;Other	0.0	0.0	0.0006421782686873876	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	0.10627967198964178	0.0013903743315508024	0.0028255843822245054	0.0023021267265950444	0.11973272982002373	0.0075584058634906096	0.01045782012549384	0.02361572853376132	0.003913443830570903	0.0049562010142922995
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.0	0.0	0.00025687130747495504	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	0.0	0.0	0.0	0.0	0.0	0.008245533669262482	0.006739484080873809	0.005044136191677175	0.010013812154696133	0.009105578607653297
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other	0.00010789814415192059	0.00032085561497326203	0.0	0.0004385003288752467	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.15958135520069044	0.22427807486631038	0.3885178525558698	0.6350581012935759	0.046880051729712276	0.0	0.0	0.00011463945890175398	0.0005755064456721916	0.0001152604887044721
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0.0014026758739749676	0.000427807486631016	0.0011559208836372978	0.0005481254110940583	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0.0	0.0	0.00025687130747495504	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16	0.0	0.0	0.0	0.0	0.0	0.005038937242327073	0.0024401580292818963	0.006419809698498223	0.004488950276243094	0.008298755186721992
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__	0.0	0.0	0.0	0.0	0.0	0.0004580852038479157	0.0006971880083662561	0.005158775650578929	0.0003453038674033149	0.0004610419548178884
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0035501603298213466	0.00023239600278875203	0.0008024762123122779	0.0017265193370165745	0.009220839096357769
