Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
b4633f4db6f2b3bfae81133a6c6a6d54	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__C21_c20	0.999998733162307
c6be0e2a5abeb3a0d3111d875a7c3c6a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.8130853728833805
8861e12833c186a2411078366fc36da0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9427664667063137
e1b8657e8a3ef8106aea83b9aa119af2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9995537901589905
3005b46bad25b31108ea1f0771e1ba82	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9773454165133404
8e6cd6eab22ebdd93e238f96ac664d3a	k__Bacteria	0.9985821757766373
6f42f44b30284c632ac7963053a79833	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9706783241548347
96a3fac30bf9b0410342f3cb4c114016	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9995364717356751
44d61c70b21e5f3190b5413ccdaa5742	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter; s__	0.9995161606068299
20216ec4d3494ca69e58d75ccf7a3d13	k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Mucispirillum; s__schaedleri	0.9999963786774146
6b9c8974465e12fa1ce305a5af991120	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.9994880419394541
28876aab2ed0b0c214ea2b8f8154d60f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9387552395321495
64056345f4c50eb4136f1755a6f42f37	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.7067923342023044
75c70724fb35e6bb174a0041caf83a63	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9978056658964072
abb2af3e65f5066c1e11ebc4b78ec019	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__	0.9867357466926995
b7745ad7620a6e15ab8baa79abad373b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.7516462206229417
4eec037c4c44a1e428ef251f3467209e	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.7938049282985732
bf2ae44fea8f08530ffc6e984d9d2f00	k__Bacteria	0.9986631303901358
e41b9f1517fdb201d3683ce0f57c701d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9982821925802295
018527ccce8e47e63d1143d1dc101069	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9989257278566984
da5c6d78ce070e08555b41ec7668213b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.7310627957118736
b0d3d4b9fc7667a1919f696203fcb516	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9377985267942807
